,Host Id,Host Since,Name,Neighbourhood ,Property Type,Review Scores Rating (bin),Room Type,Zipcode,Beds,Number of Records,Number Of Reviews,Price,Review Scores Rating
0,5162530,,1 Bedroom in Prime Williamsburg,Brooklyn,Apartment,,Entire home/apt,11249.0,1.0,1,0,145,
1,33134899,,"Sunny, Private room in Bushwick",Brooklyn,Apartment,,Private room,11206.0,1.0,1,1,37,
2,39608626,,Sunny Room in Harlem,Manhattan,Apartment,,Private room,10032.0,1.0,1,1,28,
3,500,2008-06-26,Gorgeous 1 BR with Private Balcony,Manhattan,Apartment,,Entire home/apt,10024.0,3.0,1,0,199,
4,500,2008-06-26,Trendy Times Square Loft,Manhattan,Apartment,95.0,Private room,10036.0,3.0,1,39,549,96.0
5,1039,2008-07-25,Big Greenpoint 1BD w/ Skyline View,Brooklyn,Apartment,100.0,Entire home/apt,11222.0,1.0,1,4,149,100.0
6,1783,2008-08-12,Amazing Also,Manhattan,Apartment,100.0,Entire home/apt,10004.0,1.0,1,9,250,100.0
7,2078,2008-08-15,"Colorful, quiet, & near the subway!",Brooklyn,Apartment,90.0,Private room,11201.0,1.0,1,80,90,94.0
8,2339,2008-08-20,East Village Cocoon: 2 Bedroom Flat,Manhattan,Apartment,90.0,Entire home/apt,10009.0,2.0,1,95,270,90.0
9,2339,2008-08-20,Lovely 2 Bedroom East Village Nest,Manhattan,Apartment,95.0,Entire home/apt,10009.0,2.0,1,23,290,96.0
10,2571,2008-08-27,THE PUTNAM,Brooklyn,Apartment,95.0,Entire home/apt,11221.0,2.0,1,14,170,98.0
11,2758,2008-09-06,Stay at Chez Chic budget room #1,Manhattan,Apartment,90.0,Private room,10026.0,2.0,1,120,59,93.0
12,2758,2008-09-06,Stay at Chez Chic budget Room #2,Manhattan,Apartment,90.0,Private room,10026.0,2.0,1,81,49,91.0
13,2787,2008-09-07,Renovated and spacious townhome,Brooklyn,House,,Private room,11223.0,1.0,1,0,68,
14,2845,2008-09-09,Midtown Castle,Manhattan,Apartment,95.0,Entire home/apt,10018.0,1.0,1,17,285,97.0
15,2881,2008-09-10,Newly renovated historic brownstone,Brooklyn,Apartment,95.0,Private room,11216.0,1.0,1,32,75,95.0
16,2965,2008-09-14,Large Bedroom in 3-bedroom Apt.,Manhattan,Apartment,95.0,Private room,10025.0,1.0,1,52,145,99.0
17,3211,2008-09-25,"Elegant NYC, 10mins to Manhattan!",Queens,Apartment,90.0,Private room,11106.0,1.0,1,3,100,93.0
18,3227,2008-09-26,"Priv Apt,Garden,BBQ,A/C,BigTV,for 4",Manhattan,Apartment,85.0,Entire home/apt,10001.0,3.0,1,171,150,85.0
19,3226,2008-09-26,Great 3 Bed Apt Tribeca / Soho,Manhattan,Apartment,,Entire home/apt,10013.0,3.0,1,0,700,
20,3226,2008-09-26,Huge Room Soho LOFT off WBroadway,Manhattan,Apartment,85.0,Private room,10013.0,1.0,1,9,125,86.0
21,3226,2008-09-26,Master Room Soho LOFT off WBroadway,Manhattan,Apartment,,Private room,10013.0,1.0,1,0,175,
22,3415,2008-10-02,Beautiful Furnished Master Bedroom,Queens,House,,Private room,11365.0,1.0,1,0,90,
23,3563,2008-10-10,16' x 11' Furnished BR with Balcony,Brooklyn,Apartment,100.0,Private room,11220.0,1.0,1,1,40,100.0
24,3647,2008-10-14,Conveniently Queens with Two Rooms,Queens,Apartment,90.0,Entire home/apt,11373.0,1.0,1,4,89,93.0
25,3647,2008-10-14,Quality Cozy Studio Next to Subway,Queens,Apartment,90.0,Entire home/apt,11373.0,1.0,1,16,95,94.0
26,3647,2008-10-14,Queens Quality Convenient Apartment,Queens,Apartment,100.0,Entire home/apt,11373.0,2.0,1,9,99,100.0
27,3867,2008-10-29,1 Bedroom Apartment in Chinatown!,Manhattan,Apartment,90.0,Entire home/apt,10002.0,1.0,1,19,149,93.0
28,3867,2008-10-29,3 bedroom apartment in Chinatown!,Manhattan,Apartment,80.0,Entire home/apt,10038.0,4.0,1,2,499,80.0
29,3867,2008-10-29,Private bedroom in spacious loft!,Manhattan,Apartment,,Private room,10038.0,4.0,1,0,99,
30,3867,2008-10-29,Share a bedroom in a huge Apartment,Manhattan,Apartment,,Shared room,10038.0,1.0,1,0,99,
31,3867,2008-10-29,Share a bedroom in a huge Apartment,Manhattan,Apartment,,Shared room,10038.0,1.0,1,0,99,
32,4177,2008-11-09,++ Brooklyn Penthouse Guestroom ++,Brooklyn,Apartment,90.0,Private room,11206.0,1.0,1,16,125,94.0
33,4267,2008-11-12,Robin's Nest on the fabulous UWS,Manhattan,Apartment,85.0,Entire home/apt,10024.0,2.0,1,28,170,88.0
34,4267,2008-11-12,Airy Room on the fabulous UWS,Manhattan,Apartment,90.0,Private room,10024.0,1.0,1,62,120,92.0
35,4396,2008-11-19,"Large Room, Amazing E. Village Apt",Manhattan,Apartment,85.0,Private room,10009.0,1.0,1,23,79,89.0
36,4488,2008-11-21,Sunny & Bright Harlem Home,Manhattan,Apartment,95.0,Entire home/apt,10027.0,3.0,1,6,125,97.0
37,4732,2008-12-01,A home in the heart of Park Slope,Brooklyn,Apartment,90.0,Entire home/apt,11217.0,1.0,1,5,110,92.0
38,4869,2008-12-07,Whole B'stone flr w priv kit & bat,Brooklyn,Other,85.0,Private room,11238.0,3.0,1,14,89,85.0
39,5871,2008-12-31,Bergen's Best Short Stay 2!,Brooklyn,Apartment,90.0,Entire home/apt,11213.0,3.0,1,12,180,93.0
40,5871,2008-12-31,Bergen's Best!,Brooklyn,Apartment,95.0,Entire home/apt,11213.0,3.0,1,5,180,95.0
41,5926,2009-01-02,Charming Central Park Hideaway,Manhattan,Apartment,80.0,Entire home/apt,10026.0,1.0,1,23,143,82.0
42,5926,2009-01-02,NYC 2-Bed Apt Mins to Times Square,Manhattan,Apartment,85.0,Entire home/apt,10027.0,2.0,1,28,230,89.0
43,5926,2009-01-02,Beautiful Apt with Park Views,Manhattan,Apartment,85.0,Entire home/apt,10030.0,5.0,1,40,350,86.0
44,5940,2009-01-02,Comfy 2BR Apt 20 mins to Midtown,Queens,Apartment,85.0,Entire home/apt,11368.0,2.0,1,47,135,86.0
45,5926,2009-01-02,Beautiful Room 1 with Park Views,Manhattan,Apartment,85.0,Private room,10027.0,1.0,1,9,85,87.0
46,5926,2009-01-02,Beautiful Room 2 with Park Views,Manhattan,Apartment,90.0,Private room,10027.0,1.0,1,13,85,91.0
47,5926,2009-01-02,Beautiful Room 3 with Park Views,Manhattan,Apartment,90.0,Private room,10027.0,1.0,1,14,85,92.0
48,5926,2009-01-02,Nice Apt Near Columbia University 2,Manhattan,Apartment,80.0,Private room,10031.0,1.0,1,35,60,81.0
49,5926,2009-01-02,Nice Apt Near Columbia University 3,Manhattan,Apartment,80.0,Private room,10031.0,2.0,1,34,70,82.0
50,5926,2009-01-02,Nice  Apt Near Columbia University,Manhattan,Bed & Breakfast,85.0,Private room,10031.0,1.0,1,68,55,86.0
51,6041,2009-01-05,Beautiful Apt. In Astoria,Queens,Apartment,100.0,Private room,11105.0,1.0,1,4,44,100.0
52,7118,2009-01-26,PERFECT location! Contact me NOW!,Manhattan,Apartment,85.0,Entire home/apt,10036.0,1.0,1,14,200,87.0
53,7222,2009-01-29,SPACIOUS ARTY 1BR NOHO / E. VILLAGE,Manhattan,Apartment,95.0,Entire home/apt,10003.0,2.0,1,42,175,95.0
54,7209,2009-01-29,Next to Empire State building,Manhattan,Apartment,100.0,Entire home/apt,10016.0,1.0,1,9,250,100.0
55,7230,2009-01-30,"Luxury Building, big 1BR - 90th",Manhattan,Apartment,95.0,Entire home/apt,10128.0,2.0,1,7,165,96.0
56,7323,2009-02-02,CHEZ LEO Clinton Hill Ft. Greene,Brooklyn,Apartment,85.0,Entire home/apt,11238.0,1.0,1,13,115,88.0
57,7299,2009-02-02,"Downtown calm, convenience & space",Manhattan,Apartment,95.0,Entire home/apt,10005.0,1.0,1,16,145,95.0
58,7322,2009-02-02,Large & Cozy Midtown East 1 BR Apt,Manhattan,Apartment,85.0,Entire home/apt,10016.0,1.0,1,47,200,86.0
59,7351,2009-02-02,2 Floor Loft room in Artist Studio,Brooklyn,Loft,80.0,Private room,11215.0,2.0,1,3,74,80.0
60,7351,2009-02-02,Spacious Loft Room in Artist Studio,Brooklyn,Loft,,Private room,11215.0,2.0,1,0,74,
61,7351,2009-02-02,Spacious room in Huge artist Loft,Brooklyn,Loft,100.0,Private room,11215.0,1.0,1,2,84,100.0
62,7338,2009-02-02,East Vil  1br in 2br apt + balcony,Manhattan,Apartment,100.0,Private room,10009.0,,1,3,125,100.0
63,7386,2009-02-03,Quiet Slice of Manhattan,Manhattan,Apartment,90.0,Entire home/apt,10016.0,1.0,1,42,129,92.0
64,7356,2009-02-03,BlissArtsSpace!,Brooklyn,Apartment,90.0,Private room,11216.0,1.0,1,41,50,90.0
65,7356,2009-02-03,Private Bliss Art Space 2,Brooklyn,Apartment,90.0,Private room,11216.0,1.0,1,52,50,93.0
66,7414,2009-02-04,Historic Fort Greene - Red Rooster,Brooklyn,Apartment,80.0,Entire home/apt,11217.0,3.0,1,15,185,82.0
67,7414,2009-02-04,Historic Fort Greene-Deco on Greene,Brooklyn,Apartment,85.0,Entire home/apt,11217.0,3.0,1,21,185,85.0
68,7414,2009-02-04,Skylight on Greene,Brooklyn,Apartment,75.0,Entire home/apt,11217.0,3.0,1,6,150,76.0
69,7498,2009-02-06,Your own studio+patio no roommates,Manhattan,Apartment,80.0,Entire home/apt,10002.0,1.0,1,1,80,80.0
70,7510,2009-02-06,Big Lovely Chelsea Studio! Sleeps 5,Manhattan,Apartment,85.0,Entire home/apt,10010.0,1.0,1,8,190,89.0
71,7510,2009-02-06,Grande Super Large APT !!!,Manhattan,Apartment,80.0,Entire home/apt,10010.0,3.0,1,10,190,80.0
72,7510,2009-02-06,Great Apartment with PATIO!!,Manhattan,Apartment,80.0,Entire home/apt,10010.0,2.0,1,1,190,80.0
73,7510,2009-02-06,Super Large APT,Manhattan,Apartment,80.0,Entire home/apt,10010.0,2.0,1,29,175,80.0
74,7510,2009-02-06,HUGE and SUNNY one bedroom!,Manhattan,Apartment,90.0,Entire home/apt,10011.0,2.0,1,29,190,93.0
75,7549,2009-02-07,Cute & Cozy Lower East Side 1 bdrm,Manhattan,Apartment,90.0,Entire home/apt,10002.0,1.0,1,112,140,94.0
76,7549,2009-02-07,"Cute,Cozy Lower East Side 1bdrm",Manhattan,Apartment,95.0,Entire home/apt,10002.0,1.0,1,4,140,95.0
77,7549,2009-02-07,LowerEastSide apt share shortterm 2,Manhattan,Apartment,95.0,Private room,10002.0,1.0,1,25,75,97.0
78,7549,2009-02-07,LowerEastSide apt share shortterm 1,Manhattan,Apartment,95.0,Shared room,10002.0,1.0,1,132,45,95.0
79,7549,2009-02-07,LowerEastSide apt share shortterm 3,Manhattan,Apartment,95.0,Shared room,10002.0,1.0,1,17,45,95.0
80,7611,2009-02-09,Artist's Loft with indoor Hammock!,Brooklyn,Apartment,95.0,Entire home/apt,11211.0,1.0,1,51,135,95.0
81,7626,2009-02-09,L.E.S. Must See!!,Manhattan,Apartment,85.0,Entire home/apt,10002.0,1.0,1,156,100,86.0
82,7612,2009-02-09,Cute Cozy Studio in Manhattan,Manhattan,Apartment,90.0,Entire home/apt,10023.0,1.0,1,29,145,91.0
83,7702,2009-02-10,Beautiful 1br on Upper West Side,Manhattan,Apartment,90.0,Entire home/apt,10025.0,1.0,1,30,135,94.0
84,7740,2009-02-11,Cozy Girly Studio; Upper West Side,Manhattan,Apartment,90.0,Entire home/apt,10024.0,1.0,1,98,200,94.0
85,7949,2009-02-15,Creative Charm in Brooklyn,Brooklyn,Apartment,100.0,Private room,11238.0,1.0,1,4,65,100.0
86,7999,2009-02-16,Sunny Large 1 Bedroom w/ balconies!,Brooklyn,Apartment,100.0,Entire home/apt,11222.0,1.0,1,1,165,100.0
87,7987,2009-02-16,Upper West Side-Unique One Bedroom,Manhattan,Apartment,90.0,Entire home/apt,10025.0,1.0,1,24,145,94.0
88,7989,2009-02-16,Central Manhattan/near Broadway,Manhattan,Apartment,95.0,Private room,10036.0,1.0,1,74,135,97.0
89,8057,2009-02-17,GREAT NEW LOWER EAST SIDE/ SOHO APT,Manhattan,Apartment,85.0,Entire home/apt,10002.0,2.0,1,20,225,89.0
90,8057,2009-02-17,HUGE 2 BEDROOM LOFT NOHO/EAST VILL.,Manhattan,Apartment,75.0,Entire home/apt,10003.0,3.0,1,32,250,78.0
91,8057,2009-02-17,Ideal Charming Large W Village Apt!,Manhattan,Apartment,85.0,Entire home/apt,10014.0,3.0,1,32,250,85.0
92,8057,2009-02-17,HUGE MODERN LUXURY-2bed/2bath+patio,Manhattan,Loft,100.0,Entire home/apt,10009.0,2.0,1,5,600,100.0
93,8178,2009-02-19,Location! Location! Location!,Brooklyn,Apartment,90.0,Entire home/apt,11215.0,1.0,1,188,145,90.0
94,8178,2009-02-19,Sunny Beautiful Sublet All Yours!!!,Brooklyn,Apartment,90.0,Entire home/apt,11215.0,3.0,1,221,149,92.0
95,8198,2009-02-19,Park Slope haven 15 mins from Soho,Brooklyn,Apartment,90.0,Entire home/apt,11217.0,1.0,1,39,150,93.0
96,8380,2009-02-22,River view in the Village,Manhattan,Apartment,95.0,Entire home/apt,10014.0,1.0,1,57,200,98.0
97,8440,2009-02-23,Beautiful studio by Prospect Park,Brooklyn,Apartment,,Entire home/apt,11218.0,1.0,1,0,120,
98,8440,2009-02-23,Luxe 1BD apartment by Prospect Park,Brooklyn,Apartment,95.0,Entire home/apt,11218.0,1.0,1,4,150,95.0
99,8425,2009-02-23,Charming W.Village Apt. 8/25-9/15,Manhattan,Apartment,100.0,Entire home/apt,10014.0,1.0,1,1,175,100.0
100,8605,2009-02-25,Sunny 1BR East Harlem Apartment,Manhattan,Apartment,90.0,Entire home/apt,10035.0,2.0,1,11,109,91.0
101,8730,2009-02-27,Comfort & Convenience,Manhattan,Condominium,100.0,Entire home/apt,10003.0,6.0,1,4,1990,100.0
102,8703,2009-02-27,"Clean, Safe, Convenient, Comfy",Manhattan,Apartment,100.0,Shared room,10027.0,1.0,1,3,80,100.0
103,8967,2009-03-03,Large Furnished Room Near B'way,Manhattan,Apartment,85.0,Private room,10019.0,1.0,1,242,73,85.0
104,9744,2009-03-10,"Beautiful Apt, Garden #3 Best Area",Brooklyn,Apartment,95.0,Entire home/apt,11215.0,3.0,1,67,135,97.0
105,9744,2009-03-10,Gorgeous house Room 2 BEST location,Brooklyn,House,95.0,Private room,11215.0,2.0,1,95,89,96.0
106,9744,2009-03-10,"Gorgeous Room #1, Best Location",Brooklyn,House,90.0,Private room,11215.0,2.0,1,118,89,92.0
107,10176,2009-03-14,"Amazing Apt in WILLIAMSBURG, NY!!",Brooklyn,Apartment,95.0,Entire home/apt,11211.0,2.0,1,60,250,96.0
108,10151,2009-03-14,Cozy Convenient Apt for Travelers,Queens,Apartment,,Entire home/apt,11358.0,1.0,1,0,99,
109,10889,2009-03-21,BnoB (2 br) — Heart of Williamsburg,Brooklyn,Apartment,90.0,Entire home/apt,11249.0,2.0,1,132,250,93.0
110,10889,2009-03-21,The Institute—Heart of Williamsburg,Brooklyn,Apartment,90.0,Entire home/apt,11249.0,2.0,1,136,250,94.0
111,10889,2009-03-21,Great house in Williamsburg,Brooklyn,House,95.0,Entire home/apt,11211.0,2.0,1,14,250,98.0
112,11037,2009-03-22,"Large, Sunny, Central 2br; Terrace",Brooklyn,Apartment,100.0,Entire home/apt,11217.0,2.0,1,2,240,100.0
113,11358,2009-03-25,Bright Clean Spacious 1BR,Brooklyn,Apartment,,Entire home/apt,11213.0,1.0,1,0,115,
114,11358,2009-03-25,Bright Clean Room in Bushwick,Brooklyn,Apartment,,Private room,11237.0,1.0,1,0,72,
115,11481,2009-03-26,House on 11th - Garden Level Apt.,Brooklyn,Apartment,90.0,Entire home/apt,11215.0,1.0,1,119,165,91.0
116,11481,2009-03-26,Sunset Retreat - Charming Oasis,Brooklyn,Apartment,90.0,Entire home/apt,11220.0,1.0,1,79,90,90.0
117,11481,2009-03-26,Sunset Retreat - Top Floor Oasis,Brooklyn,Apartment,85.0,Entire home/apt,11220.0,1.0,1,21,105,88.0
118,11481,2009-03-26,House on Henry (2nd FLR Suite),Brooklyn,Apartment,85.0,Entire home/apt,11231.0,2.0,1,68,155,88.0
119,11481,2009-03-26,House on Henry (3rd FLR Suite),Brooklyn,Apartment,90.0,Entire home/apt,11231.0,2.0,1,106,160,94.0
120,11810,2009-03-30,NYC Historic District Posh Studio,Queens,Apartment,,Private room,11372.0,1.0,1,0,150,
121,12169,2009-04-03,"Dream Come True, Too! Williamsburg",Brooklyn,Apartment,90.0,Private room,11211.0,1.0,1,43,89,94.0
122,12169,2009-04-03,"Dream Come True! Williamsburg, BK",Brooklyn,Apartment,90.0,Private room,11211.0,1.0,1,91,99,93.0
123,12221,2009-04-04,5Minutes To Manhattan Cozy Oasis,Bronx,Apartment,80.0,Private room,10451.0,3.0,1,105,42,81.0
124,12221,2009-04-04,5Minutes To Manhattan Zen&Cozy,Bronx,Apartment,85.0,Private room,10451.0,3.0,1,96,42,87.0
125,12220,2009-04-04,Big Room in front of Central Park,Manhattan,Apartment,85.0,Private room,10025.0,1.0,1,74,132,88.0
126,12220,2009-04-04,Your Room in front of Central Park,Manhattan,Apartment,90.0,Private room,10025.0,1.0,1,141,117,90.0
127,12712,2009-04-08,Lovely Bklyn Apt with Private Deck,Brooklyn,Apartment,90.0,Entire home/apt,11205.0,1.0,1,5,135,92.0
128,12712,2009-04-08,Perfectly Situated LES 1-Bedroom,Manhattan,Apartment,90.0,Entire home/apt,10002.0,1.0,1,146,125,91.0
129,12712,2009-04-08,Real 2-Bedroom East Village Apt!,Manhattan,Apartment,85.0,Entire home/apt,10009.0,3.0,1,63,200,87.0
130,12869,2009-04-10,Luxury on a Budget,Manhattan,Apartment,90.0,Entire home/apt,10009.0,1.0,1,13,250,92.0
131,13070,2009-04-12,Spacious clean & quiet 2 bed/2bath,Manhattan,Bed & Breakfast,80.0,Entire home/apt,10128.0,2.0,1,58,295,83.0
132,13424,2009-04-14,An Oasis In Hell's Kitchen!,Manhattan,Apartment,100.0,Entire home/apt,10019.0,1.0,1,7,280,100.0
133,13654,2009-04-16,Room with a view in Central Harlem,Manhattan,Apartment,85.0,Private room,,1.0,1,11,75,85.0
134,13908,2009-04-18,2 BR Upper West Side Apt.,Manhattan,Apartment,65.0,Entire home/apt,10025.0,3.0,1,12,150,66.0
135,14063,2009-04-19,BK Heights Apartment for cat lovers,Brooklyn,Apartment,100.0,Entire home/apt,11201.0,3.0,1,4,125,100.0
136,14204,2009-04-20,Charming 2 Bedroom Red Hook Loft!,Brooklyn,Apartment,100.0,Entire home/apt,11231.0,2.0,1,18,230,100.0
137,14204,2009-04-20,Private room in Red Hook loft!,Brooklyn,Apartment,95.0,Private room,11231.0,1.0,1,21,110,98.0
138,15192,2009-04-28,Cozy Furnished 2 Bedroom Apartment,Brooklyn,Apartment,80.0,Entire home/apt,11216.0,3.0,1,8,159,84.0
139,15154,2009-04-28,"Bright 1 Bedroom, Perfect Location!",Manhattan,Apartment,80.0,Entire home/apt,10023.0,1.0,1,2,160,80.0
140,15167,2009-04-28,2 Bed 2 Bath Apt w/ balcony & WiFi,Manhattan,Apartment,95.0,Entire home/apt,10031.0,3.0,1,13,107,98.0
141,15261,2009-04-29,Cute room in hip Fort Greene,Brooklyn,Apartment,80.0,Private room,11205.0,1.0,1,1,50,80.0
142,15523,2009-05-01,Enjoy and discover New York Citi,Staten Island,House,95.0,Private room,10304.0,,1,7,69,97.0
143,15742,2009-05-04,"Beautiful, private, uptown studio",Manhattan,Apartment,80.0,Entire home/apt,10031.0,1.0,1,20,110,83.0
144,15964,2009-05-06,"Large Brooklyn Duplex, Park Slope",Brooklyn,Apartment,,Entire home/apt,11215.0,3.0,1,0,175,
145,16851,2009-05-12,"Hip Whole Apt in Wmsburg, Brooklyn",Brooklyn,Apartment,90.0,Entire home/apt,11211.0,1.0,1,8,125,93.0
146,16800,2009-05-12,UES Beautiful Blue Room / Oak Room,Manhattan,Apartment,95.0,Private room,10029.0,2.0,1,150,95,96.0
147,16800,2009-05-12,UES Beautiful Home Red Velvet Room,Manhattan,Apartment,95.0,Private room,10029.0,2.0,1,41,95,95.0
148,16883,2009-05-13,Spacious Charming Loft Studio,Manhattan,Loft,90.0,Entire home/apt,10024.0,2.0,1,4,135,91.0
149,17296,2009-05-15,Bright studio in central Mahattan,Manhattan,Apartment,95.0,Entire home/apt,10016.0,1.0,1,5,100,96.0
150,17571,2009-05-17,Perfect for Grandparents + Garden,Brooklyn,House,95.0,Entire home/apt,11205.0,2.0,1,80,200,95.0
151,17571,2009-05-17,Perfect for Parents (Part 2),Brooklyn,House,95.0,Private room,11205.0,1.0,1,32,239,97.0
152,17655,2009-05-18,Modern LES Studio w/ Skyline Views,Manhattan,Apartment,95.0,Entire home/apt,10002.0,1.0,1,17,220,97.0
153,17930,2009-05-19,Charming 2 Bedroom by Prospect Park,Brooklyn,Apartment,100.0,Entire home/apt,11218.0,3.0,1,1,199,100.0
154,17798,2009-05-19,EAST VILLAGE DESIGNER LUXURY LOFT,Manhattan,Apartment,100.0,Entire home/apt,10009.0,3.0,1,4,399,100.0
155,17985,2009-05-20,Amazing Chinatown/SOHO one bed room,Manhattan,Apartment,85.0,Entire home/apt,10002.0,2.0,1,38,130,86.0
156,18118,2009-05-20,Giant & beautiful home in the sky.,Manhattan,Apartment,,Private room,10031.0,1.0,1,0,70,
157,18229,2009-05-21,Charming & Sunny Slope Duplex Loft,Brooklyn,Loft,,Entire home/apt,11215.0,2.0,1,0,110,
158,18174,2009-05-21,Cosy 2 bedroom in East Village,Manhattan,Apartment,90.0,Entire home/apt,10003.0,3.0,1,55,160,92.0
159,18374,2009-05-22,Bright & Modern Downtown Studio,Manhattan,Apartment,95.0,Entire home/apt,10003.0,1.0,1,89,135,96.0
160,18611,2009-05-24,East Village sunny & large 2 bdr,Manhattan,Apartment,95.0,Entire home/apt,10003.0,2.0,1,5,350,96.0
161,18642,2009-05-24,1 BDR with private toilet/sink,Manhattan,Apartment,,Private room,10031.0,1.0,1,0,60,
162,18729,2009-05-25,"SPACIOUS, BEAUTIFUL CONDO IN BKLYN!",Brooklyn,Condominium,95.0,Entire home/apt,11215.0,2.0,1,9,375,98.0
163,19031,2009-05-27,Charming Greenwich Village Apt,Manhattan,Apartment,80.0,Entire home/apt,10012.0,1.0,1,14,225,81.0
164,19852,2009-06-02,Lg Beautiful Garden Apt Sleeps 2,Manhattan,Apartment,95.0,Entire home/apt,10035.0,1.0,1,8,165,97.0
165,19969,2009-06-03,SoHo Loft - Entire Floor,Manhattan,Apartment,95.0,Entire home/apt,10013.0,1.0,1,52,585,96.0
166,20149,2009-06-04,Cool East Williamsburg Apartment,Brooklyn,Apartment,95.0,Private room,11206.0,1.0,1,46,40,96.0
167,20805,2009-06-09,Huge Brooklyn Room with Aussie Host,Brooklyn,Apartment,100.0,Private room,11225.0,1.0,1,12,85,100.0
168,21286,2009-06-12,UWS Garden Getaway,Manhattan,Apartment,95.0,Entire home/apt,10024.0,2.0,1,9,225,97.0
169,21306,2009-06-12,"Large, Bright 1 bdr in Williamsburg",Brooklyn,Apartment,95.0,Private room,11222.0,1.0,1,11,110,96.0
170,21475,2009-06-14,High-end doorman bldg in the LES,Manhattan,Apartment,95.0,Private room,10002.0,1.0,1,55,125,96.0
171,21823,2009-06-16,Soaring Bushwick 3 Bedroom,Brooklyn,Apartment,95.0,Entire home/apt,11221.0,5.0,1,9,275,98.0
172,21904,2009-06-16,Modern 1 BR / NYC / EAST VILLAGE,Manhattan,Apartment,90.0,Entire home/apt,10003.0,1.0,1,8,240,93.0
173,22220,2009-06-18,Modern brick 1 bedroom on UES,Manhattan,Apartment,90.0,Entire home/apt,10028.0,1.0,1,17,175,91.0
174,22486,2009-06-20,CBG Williamsburg  loft room,Brooklyn,Loft,75.0,Entire home/apt,11211.0,4.0,1,6,130,76.0
175,22486,2009-06-20,CBG Partner Prospect Pk Helps Haiti,Brooklyn,Apartment,,Private room,11225.0,1.0,1,0,90,
176,22486,2009-06-20,CBG CtyBeGoodHelpsHaiti#1:1-4,Brooklyn,House,90.0,Private room,11217.0,10.0,1,77,130,91.0
177,22486,2009-06-20,CommunityBeGood Helps Haiti Rm #2,Brooklyn,House,85.0,Private room,11217.0,1.0,1,39,130,89.0
178,22486,2009-06-20,CommunityBeGood Helps Haiti Rm #3,Brooklyn,House,85.0,Private room,11217.0,2.0,1,13,130,86.0
179,22486,2009-06-20,CommunityBeGoodHelpsHaiti #5 Suite,Brooklyn,House,100.0,Private room,11217.0,2.0,1,3,130,100.0
180,22486,2009-06-20,CommunitybegoodHelpsHaiti#2.5,Brooklyn,House,90.0,Private room,11217.0,2.0,1,17,120,93.0
181,23048,2009-06-24,Park Slope Oasis: Your home base!,Brooklyn,Apartment,90.0,Entire home/apt,11215.0,1.0,1,18,139,94.0
182,23276,2009-06-25,"Luxe, Spacious 2BR 2BA Nr Trains",Brooklyn,Apartment,100.0,Entire home/apt,11215.0,2.0,1,3,260,100.0
183,23193,2009-06-25,"Bright, cozy den in 4 bedrm duplex.",Brooklyn,House,100.0,Private room,11221.0,1.0,1,2,35,100.0
184,23435,2009-06-26,Spectacular River View Studio,Manhattan,Apartment,95.0,Entire home/apt,10281.0,1.0,1,48,185,96.0
185,23577,2009-06-28,Williamsburg foodie inspired loft,Brooklyn,Loft,95.0,Entire home/apt,11249.0,1.0,1,16,175,99.0
186,23727,2009-06-29,Prospect Heights quiet sunny nest,Brooklyn,Apartment,95.0,Entire home/apt,11238.0,2.0,1,6,150,97.0
187,23633,2009-06-29,1,Brooklyn,Loft,,Private room,11206.0,1.0,1,0,120,
188,23856,2009-06-30,Large modern 2-BR by McCaren Park,Brooklyn,Apartment,100.0,Entire home/apt,11222.0,1.0,1,2,150,100.0
189,23843,2009-06-30,Lower East Side/EV 1 BR Charmer,Manhattan,Apartment,95.0,Entire home/apt,10002.0,1.0,1,15,175,96.0
190,24000,2009-07-01,sunny EAST VILLAGE bdrm!,Manhattan,Apartment,90.0,Private room,10009.0,1.0,1,80,133,91.0
191,24222,2009-07-02,"3BR, 1.5 BA EV apt w/ backyard",Manhattan,Apartment,95.0,Entire home/apt,10009.0,4.0,1,9,375,96.0
192,24901,2009-07-08,Beautiful Light Filled Abode,Brooklyn,Apartment,,Entire home/apt,11233.0,2.0,1,0,150,
193,25183,2009-07-10,MAISON DES SIRENES 3,Brooklyn,Apartment,90.0,Entire home/apt,11216.0,4.0,1,23,150,91.0
194,25183,2009-07-10,"MAISON DES SIRENES1,book NOW",Brooklyn,Apartment,90.0,Entire home/apt,11216.0,4.0,1,36,150,92.0
195,25100,2009-07-10,Room in UWS steps to Central Park!,Manhattan,Apartment,90.0,Private room,10025.0,1.0,1,4,180,90.0
196,25533,2009-07-13,NYC Sofa bed St Marks East Village,Manhattan,Apartment,80.0,Private room,10003.0,1.0,1,30,59,81.0
197,25533,2009-07-13,NYC Spacious Room East Village,Manhattan,Apartment,70.0,Private room,10003.0,1.0,1,14,99,72.0
198,25533,2009-07-13,NYC Spacious Room East Village (2),Manhattan,Apartment,90.0,Private room,10003.0,1.0,1,3,99,90.0
199,25551,2009-07-14,williamsburg design // with balcony,Brooklyn,Apartment,95.0,Entire home/apt,11211.0,1.0,1,20,199,97.0
200,25632,2009-07-14,"Sunny 2BD, 2 balconies",Brooklyn,Apartment,100.0,Entire home/apt,11222.0,2.0,1,1,300,100.0
201,26210,2009-07-19,Private room in Harlem apartment,Manhattan,Apartment,90.0,Private room,10039.0,1.0,1,69,85,94.0
